state,name,lon,lat,region,cluster
NY,Dutch Hill/Cohocton,-77.4487,42.562691,NE,0
NY,Dutch Hill/Cohocton,-77.439598,42.560692,NE,0
NY,Dutch Hill/Cohocton,-77.439194,42.530792,NE,0
NY,Dutch Hill/Cohocton,-77.49479699999998,42.527992,NE,0
NY,Dutch Hill/Cohocton,-77.4589,42.523193,NE,0
NY,Dutch Hill/Cohocton,-77.48679399999997,42.548191,NE,0
NY,Dutch Hill/Cohocton,-77.48859399999998,42.536091,NE,0
NY,Dutch Hill/Cohocton,-77.431793,42.555794,NE,0
NY,Dutch Hill/Cohocton,-77.431198,42.572891,NE,0
NY,Dutch Hill/Cohocton,-77.492393,42.530792,NE,0
NY,Dutch Hill/Cohocton,-77.48859399999998,42.545593,NE,0
NY,Dutch Hill/Cohocton,-77.453499,42.528492,NE,0
NY,Dutch Hill/Cohocton,-77.420998,42.542492,NE,0
NY,Dutch Hill/Cohocton,-77.418999,42.525692,NE,0
NY,Dutch Hill/Cohocton,-77.399498,42.529892,NE,0
NY,Dutch Hill/Cohocton,-77.397797,42.534992,NE,0
NY,Dutch Hill/Cohocton,-77.4991,42.520092,NE,0
NY,Dutch Hill/Cohocton,-77.483498,42.541092,NE,0
NY,Dutch Hill/Cohocton,-77.430595,42.575291,NE,0
NY,Dutch Hill/Cohocton,-77.495598,42.522491,NE,0
NY,Dutch Hill/Cohocton,-77.502998,42.545891,NE,0
NY,Dutch Hill/Cohocton,-77.456299,42.526093,NE,0
NY,Dutch Hill/Cohocton,-77.525497,42.443291,NE,0
NY,Dutch Hill/Cohocton,-77.406097,42.546391,NE,0
NY,Dutch Hill/Cohocton,-77.433296,42.520092,NE,0
NY,Dutch Hill/Cohocton,-77.42289699999998,42.538391,NE,0
NY,Dutch Hill/Cohocton,-77.40149699999998,42.526493,NE,0
NY,Dutch Hill/Cohocton,-77.4617,42.520992,NE,0
NY,Dutch Hill/Cohocton,-77.503799,42.542793,NE,0
NY,Dutch Hill/Cohocton,-77.436699,42.563492,NE,0
NY,Dutch Hill/Cohocton,-77.443298,42.564793,NE,0
NY,Dutch Hill/Cohocton,-77.43079399999998,42.569691,NE,0
NY,Dutch Hill/Cohocton,-77.485596,42.538391,NE,0
NY,Dutch Hill/Cohocton,-77.39999399999998,42.542992,NE,0
NY,Dutch Hill/Cohocton,-77.43229699999998,42.525291,NE,0
NY,Dutch Hill/Cohocton,-77.4412,42.549992,NE,0
NY,Dutch Hill/Cohocton,-77.489998,42.533493,NE,0
MA,Equity Industrial Partners,-70.65720400000002,42.62669,NE,0
MA,Equity Industrial Partners,-70.6558,42.625191,NE,0
MD,Fair Wind,-79.383255,39.329781,NE,2
MD,Fair Wind,-79.393959,39.318581,NE,2
MD,Fair Wind,-79.400345,39.313572,NE,2
MD,Fair Wind,-79.388489,39.324112,NE,2
MD,Fair Wind,-79.385429,39.32756,NE,2
MD,Fair Wind,-79.396034,39.316921,NE,2
MD,Fair Wind,-79.374527,39.338421,NE,2
MD,Fair Wind,-79.381378,39.331512,NE,2
MD,Fair Wind,-79.398308,39.315174,NE,2
MD,Fair Wind,-79.386375,39.325684,NE,2
MD,Fair Wind,-79.389839,39.322041,NE,2
MD,Fair Wind,-79.39164699999998,39.320221,NE,2
MA,Fairhaven Wind,-70.873398,41.639091,NE,0
MA,Fairhaven Wind,-70.8722,41.637192,NE,0
MA,Falmouth II,-70.621498,41.609291,NE,0
MA,Falmouth Notus,-70.608902,41.60849,NE,0
MA,Falmouth Wastewater,-70.620796,41.605892,NE,0
NY,Fenner Wind Power Project,-75.761101,42.989792,NE,0
NY,Fenner Wind Power Project,-75.7677,42.988293,NE,0
NY,Fenner Wind Power Project,-75.771896,42.995293,NE,0
NY,Fenner Wind Power Project,-75.763245,43.003555,NE,0
NY,Fenner Wind Power Project,-75.75569899999998,42.98999,NE,0
NY,Fenner Wind Power Project,-75.760597,43.001091,NE,0
NY,Fenner Wind Power Project,-75.7603,42.976891,NE,0
NY,Fenner Wind Power Project,-75.769501,42.99099,NE,0
NY,Fenner Wind Power Project,-75.767395,42.98069,NE,0
NY,Fenner Wind Power Project,-75.765396,43.005093,NE,0
NY,Fenner Wind Power Project,-75.739494,42.979492,NE,0
NY,Fenner Wind Power Project,-75.764801,42.994392,NE,0
NY,Fenner Wind Power Project,-75.759895,42.971493,NE,0
NY,Fenner Wind Power Project,-75.762001,42.98069,NE,0
NY,Fenner Wind Power Project,-75.76709699999998,43.000992,NE,0
NY,Fenner Wind Power Project,-75.7593,42.998592,NE,0
NY,Fenner Wind Power Project,-75.738251,42.977474,NE,0
NY,Fenner Wind Power Project,-75.759598,42.97459,NE,0
NY,Fenner Wind Power Project,-75.759598,42.99419,NE,0
NY,Fenner Wind Power Project - Repower,-75.767876,42.975517,NE,0
MA,Forbes Park,-71.01329799999998,42.39959,NE,0
MD,Fourmile Ridge,-78.984024,39.662014,NE,2
MD,Fourmile Ridge,-78.988045,39.656502,NE,2
MD,Fourmile Ridge,-79.008453,39.639423,NE,2
MD,Fourmile Ridge,-79.00145699999999,39.643494,NE,2
MD,Fourmile Ridge,-78.997635,39.648972,NE,2
MD,Fourmile Ridge,-78.989655,39.654602,NE,2
MD,Fourmile Ridge,-78.995644,39.651073,NE,2
MD,Fourmile Ridge,-79.00708,39.640263,NE,2
MD,Fourmile Ridge,-79.01804399999997,39.629433,NE,2
MD,Fourmile Ridge,-78.99987800000002,39.645542,NE,2
MD,Fourmile Ridge,-79.01284,39.634903,NE,2
MD,Fourmile Ridge,-79.025787,39.620422,NE,2
MD,Fourmile Ridge,-79.015961,39.631073,NE,2
MD,Fourmile Ridge,-79.020454,39.626621,NE,2
MD,Fourmile Ridge,-78.986053,39.658722,NE,2
MD,Fourmile Ridge,-79.014236,39.6329,NE,2
ME,Fox Islands,-68.866302,44.09259,NE,1
ME,Fox Islands,-68.864098,44.094292,NE,1
ME,Fox Islands,-68.866997,44.094791,NE,1
MA,Future Generation Wind,-70.616127,41.777271,NE,0
MA,Future Generation Wind,-70.623413,41.781647,NE,0
MA,Future Generation Wind,-70.613007,41.775017,NE,0
MA,Future Generation Wind,-70.61770600000001,41.770367,NE,0
ME,GSA,-70.396263,45.80381,NE,1
ME,GSA,-70.395042,45.803226,NE,1
NH,Granite Reliable Power,-71.317902,44.835793,NE,1
NH,Granite Reliable Power,-71.280396,44.72229,NE,1
NH,Granite Reliable Power,-71.293396,44.74979,NE,1
NH,Granite Reliable Power,-71.320198,44.790291,NE,1
NH,Granite Reliable Power,-71.315399,44.769192,NE,1
NH,Granite Reliable Power,-71.313698,44.801189,NE,1
NH,Granite Reliable Power,-71.314499,44.774391,NE,1
NH,Granite Reliable Power,-71.278603,44.738293,NE,1
NH,Granite Reliable Power,-71.283798,44.74189000000001,NE,1
NH,Granite Reliable Power,-71.28409599999998,44.726192,NE,1
NH,Granite Reliable Power,-71.314598,44.79789,NE,1
NH,Granite Reliable Power,-71.283401,44.744289,NE,1
NH,Granite Reliable Power,-71.3153,44.77269,NE,1
NH,Granite Reliable Power,-71.308601,44.844791,NE,1
NH,Granite Reliable Power,-71.318901,44.833893,NE,1
NH,Granite Reliable Power,-71.318703,44.794292,NE,1
NH,Granite Reliable Power,-71.288002,44.747089,NE,1
NH,Granite Reliable Power,-71.316696,44.79599,NE,1
NH,Granite Reliable Power,-71.311798,44.842293,NE,1
NH,Granite Reliable Power,-71.304802,44.846092,NE,1
NH,Granite Reliable Power,-71.319298,44.787689,NE,1
NH,Granite Reliable Power,-71.281601,44.729492,NE,1
NH,Granite Reliable Power,-71.309799,44.778393,NE,1
NH,Granite Reliable Power,-71.305199,44.75539000000001,NE,1
NH,Granite Reliable Power,-71.317299,44.83849,NE,1
NH,Granite Reliable Power,-71.315002,44.770992,NE,1
NH,Granite Reliable Power,-71.316002,44.840591,NE,1
NH,Granite Reliable Power,-71.321297,44.785789,NE,1
NH,Granite Reliable Power,-71.278198,44.735191,NE,1
NH,Granite Reliable Power,-71.31289699999998,44.776192,NE,1
NH,Granite Reliable Power,-71.298698,44.753193,NE,1
NH,Granite Reliable Power,-71.2808,44.732792,NE,1
NH,Granite Reliable Power,-71.320999,44.79269,NE,1
NH,Groton,-71.786301,43.756191,NE,0
NH,Groton,-71.826996,43.781292,NE,0
NH,Groton,-71.8339,43.78059,NE,0
NH,Groton,-71.789597,43.751991,NE,0
NH,Groton,-71.791199,43.74379,NE,0
NH,Groton,-71.81289699999998,43.769993,NE,0
NH,Groton,-71.816002,43.769093,NE,0
NH,Groton,-71.822998,43.762192,NE,0
NH,Groton,-71.819,43.768192,NE,0
NH,Groton,-71.792702,43.739292,NE,0
NH,Groton,-71.793701,43.737091,NE,0
NH,Groton,-71.789902,43.74839,NE,0
NH,Groton,-71.786201,43.76289000000001,NE,0
NH,Groton,-71.820198,43.780689,NE,0
NH,Groton,-71.792999,43.741791,NE,0
NH,Groton,-71.791298,43.74609,NE,0
NH,Groton,-71.8237,43.78109,NE,0
NH,Groton,-71.830696,43.780891,NE,0
NH,Groton,-71.82109799999998,43.766392,NE,0
NH,Groton,-71.785797,43.758392,NE,0
NH,Groton,-71.785698,43.76049,NE,0
NH,Groton,-71.829002,43.774891,NE,0
NH,Groton,-71.823196,43.764591,NE,0
NH,Groton,-71.7883,43.754292,NE,0
NY,Half Hollow Nursery,-72.570854,40.969059,NE,-1
ME,Hancock,-68.121826,44.769859,NE,1
ME,Hancock,-68.145424,44.775623,NE,1
ME,Hancock,-68.171959,44.765991,NE,1
ME,Hancock,-68.12960799999999,44.737743,NE,1
ME,Hancock,-68.125702,44.73901,NE,1
ME,Hancock,-68.157669,44.766171,NE,1
ME,Hancock,-68.11808,44.771362,NE,1
ME,Hancock,-68.133354,44.73624,NE,1
ME,Hancock,-68.141373,44.776638,NE,1
ME,Hancock,-68.120361,44.740738,NE,1
ME,Hancock,-68.148781,44.77383,NE,1
ME,Hancock,-68.15345,44.772755,NE,1
ME,Hancock,-68.157188,44.771259,NE,1
ME,Hancock,-68.121033,44.764629,NE,1
ME,Hancock,-68.126099,44.762589,NE,1
ME,Hancock,-68.175873,44.764725,NE,1
ME,Hancock,-68.179787,44.763466,NE,1
NY,Harbec Plastics,-77.360138,43.226955,NE,0
NY,Harbec Plastics,-77.36174,43.226089,NE,0
NY,Hardscrabble,-74.8936,43.19569,NE,0
NY,Hardscrabble,-74.90529599999998,43.204189,NE,0
NY,Hardscrabble,-74.90439599999998,43.12258900000001,NE,0
NY,Hardscrabble,-74.907394,43.154491,NE,0
NY,Hardscrabble,-74.871597,43.077789,NE,0
NY,Hardscrabble,-74.903198,43.199989,NE,0
NY,Hardscrabble,-74.881798,43.18959,NE,0
NY,Hardscrabble,-74.892601,43.201092,NE,0
NY,Hardscrabble,-74.904701,43.09539,NE,0
NY,Hardscrabble,-74.89409599999998,43.11829,NE,0
NY,Hardscrabble,-74.882301,43.192791,NE,0
NY,Hardscrabble,-74.894501,43.142693,NE,0
NY,Hardscrabble,-74.903999,43.111092,NE,0
NY,Hardscrabble,-74.9049,43.088791,NE,0
NY,Hardscrabble,-74.889,43.11359,NE,0
NY,Hardscrabble,-74.905396,43.091991,NE,0
NY,Hardscrabble,-74.900795,43.160393,NE,0
NY,Hardscrabble,-74.90459399999997,43.11409,NE,0
NY,Hardscrabble,-74.893501,43.19289000000001,NE,0
NY,Hardscrabble,-74.900497,43.162891,NE,0
NY,Hardscrabble,-74.865799,43.08849,NE,0
NY,Hardscrabble,-74.9039,43.098091,NE,0
NY,Hardscrabble,-74.899796,43.104893,NE,0
NY,Hardscrabble,-74.866295,43.091892,NE,0
NY,Hardscrabble,-74.89119699999998,43.127491,NE,0
NY,Hardscrabble,-74.904701,43.206791,NE,0
NY,Hardscrabble,-74.893997,43.189991,NE,0
NY,Hardscrabble,-74.895798,43.12529,NE,0
NY,Hardscrabble,-74.895996,43.122391,NE,0
NY,Hardscrabble,-74.900696,43.13559,NE,0
NY,Hardscrabble,-74.898895,43.138191,NE,0
NY,Hardscrabble,-74.903297,43.128391,NE,0
NY,Hardscrabble,-74.89209699999998,43.198292,NE,0
NY,Hardscrabble,-74.867401,43.08469,NE,0
NY,Hardscrabble,-74.901901,43.15789,NE,0
NY,Hardscrabble,-74.902,43.197292,NE,0
NY,Hardscrabble,-74.8937,43.187191,NE,0
NY,High Sheldon,-78.410797,42.753094,NE,0
