lon,lat,cluster
-75.16990909999998,38.7879334,-1
-75.16990909999998,38.7879334,-1
-75.16990909999998,38.7879334,-1
-75.16990909999998,38.7879334,-1
-70.64500509999998,41.9302852,0
-70.64500509999998,41.9302852,0
-70.64500509999998,41.9302852,0
-70.64500509999998,41.9302852,0
-70.5438908,41.7575033,0
-70.5438908,41.7575033,0
-70.5438908,41.7575033,0
-70.5438908,41.7575033,0
-71.0758372,42.3963941,0
-71.0758372,42.3963941,0
-71.0758372,42.3963941,0
-71.0758372,42.3963941,0
-70.8783785,41.644064,0
-70.8783785,41.644064,0
-70.8783785,41.644064,0
-70.8783785,41.644064,0
-70.8613913,42.2661114,0
-70.8613913,42.2661114,0
-70.8613913,42.2661114,0
-70.8613913,42.2661114,0
-71.9891992,42.5935833,0
-71.9891992,42.5935833,0
-71.9891992,42.5935833,0
-71.9891992,42.5935833,0
-70.6139055,41.61330570000001,0
-70.6139055,41.61330570000001,0
-70.6139055,41.61330570000001,0
-70.6139055,41.61330570000001,0
-70.73347120000003,42.180088700000006,0
-70.73347120000003,42.180088700000006,0
-70.73347120000003,42.180088700000006,0
-70.73347120000003,42.180088700000006,0
-70.6256015,41.611706700000006,0
-70.6256015,41.611706700000006,0
-70.6256015,41.611706700000006,0
-70.6256015,41.611706700000006,0
-79.4722284,39.2594502,2
-79.4722284,39.2594502,2
-79.4722284,39.2594502,2
-79.4722284,39.2594502,2
-70.53080229999998,45.39030820000001,3
-70.53080229999998,45.39030820000001,3
-70.53080229999998,45.39030820000001,3
-70.53080229999998,45.39030820000001,3
-67.8161025,46.5492248,-1
-67.8161025,46.5492248,-1
-67.8161025,46.5492248,-1
-67.8161025,46.5492248,-1
-70.6327791,44.638616,3
-70.6327791,44.638616,3
-70.6327791,44.638616,3
-70.6327791,44.638616,3
-70.5648215,44.4205949,3
-70.5648215,44.4205949,3
-70.5648215,44.4205949,3
-70.5648215,44.4205949,3
-67.9994038,45.4872005,-1
-67.9994038,45.4872005,-1
-67.9994038,45.4872005,-1
-67.9994038,45.4872005,-1
-67.9760026,45.6199805,-1
-67.9760026,45.6199805,-1
-67.9760026,45.6199805,-1
-67.9760026,45.6199805,-1
-71.8239002,43.77310720000001,0
-71.8239002,43.77310720000001,0
-71.8239002,43.77310720000001,0
-71.8239002,43.77310720000001,0
-72.1505007,43.2380077,0
-72.1505007,43.2380077,0
-72.1505007,43.2380077,0
-72.1505007,43.2380077,0
-74.4525055,39.3872265,-1
-74.4525055,39.3872265,-1
-74.4525055,39.3872265,-1
-74.4525055,39.3872265,-1
-77.50170200000002,42.5506079,1
-77.50170200000002,42.5506079,1
-77.50170200000002,42.5506079,1
-77.50170200000002,42.5506079,1
-75.58030440000002,43.7903009,-1
-75.58030440000002,43.7903009,-1
-75.58030440000002,43.7903009,-1
-75.58030440000002,43.7903009,-1
-78.3097006,42.54170560000001,1
-78.3097006,42.54170560000001,1
-78.3097006,42.54170560000001,1
-78.3097006,42.54170560000001,1
-78.2328049,42.6747011,1
-78.2328049,42.6747011,1
-78.2328049,42.6747011,1
-78.2328049,42.6747011,1
-78.24879490000002,42.683819,1
-78.24879490000002,42.683819,1
-78.24879490000002,42.683819,1
-78.24879490000002,42.683819,1
-76.97333990000001,42.89194970000001,1
-76.97333990000001,42.89194970000001,1
-76.97333990000001,42.89194970000001,1
-76.97333990000001,42.89194970000001,1
-78.4819257,40.5278534,2
-78.4819257,40.5278534,2
-78.4819257,40.5278534,2
-78.4819257,40.5278534,2
-79.0177797,39.984175,2
-79.0177797,39.984175,2
-79.0177797,39.984175,2
-79.0177797,39.984175,2
-78.6856366,40.3245646,2
-78.6856366,40.3245646,2
-78.6856366,40.3245646,2
-78.6856366,40.3245646,2
-77.034605,41.53730820000001,1
-77.034605,41.53730820000001,1
-77.034605,41.53730820000001,1
-77.034605,41.53730820000001,1
-76.4605635,39.9641695,-1
-76.4605635,39.9641695,-1
-76.4605635,39.9641695,-1
-76.4605635,39.9641695,-1
-78.82030309999998,40.0361066,2
-78.82030309999998,40.0361066,2
-78.82030309999998,40.0361066,2
-78.82030309999998,40.0361066,2
-75.4592025,41.5583018,-1
-75.4592025,41.5583018,-1
-75.4592025,41.5583018,-1
-75.4592025,41.5583018,-1
-72.43028100000002,44.7533398,-1
-72.43028100000002,44.7533398,-1
-72.43028100000002,44.7533398,-1
-72.43028100000002,44.7533398,-1
-72.9678059,42.8675065,0
-72.9678059,42.8675065,0
-72.9678059,42.8675065,0
-72.9678059,42.8675065,0
-72.10630359999998,44.6809805,-1
-72.10630359999998,44.6809805,-1
-72.10630359999998,44.6809805,-1
-72.10630359999998,44.6809805,-1
-70.545303,41.754191999999996,0
-70.547798,41.75959,0
-70.591103,41.657692,0
-78.615799,40.340794,2
-70.649399,42.628192999999996,0
-76.924995,41.76099,1
-75.750443,41.236686999999996,-1
-72.866798,42.616291,0
-73.273895,42.592392,0
-73.271652,42.599884,0
-69.726563,45.098064,3
-71.529114,41.110191,0
-68.1539,44.697491,-1
-70.644302,41.925491,0
-70.300888,44.520934999999994,3
-70.144402,41.69009000000001,0
-79.143394,39.861893,2
-71.070999,42.391490999999995,0
-78.489098,40.514590999999996,2
-71.099098,42.408993,0
-75.85838299999998,37.982826,-1
-79.290199,39.404793,2
-72.97221400000002,42.85096,0
-71.938202,42.581692,0
-73.155098,44.442989000000004,-1
-73.151596,44.44249,-1
-70.6558,42.625191,0
-79.383255,39.329781,2
-70.8722,41.637192,0
-70.621498,41.609291,0
-70.608902,41.60849,0
-70.620796,41.605892,0
-75.762001,42.98069,1
-75.767876,42.975516999999996,1
-71.389801,41.792789,0
-71.01329799999998,42.39959,0
-78.869293,40.097091999999996,2
-79.014236,39.6329,2
-68.866997,44.094791,-1
-70.616127,41.777271,0
-70.396263,45.80381,-1
-73.069618,44.660709000000004,-1
-72.962898,42.862590999999995,0
-72.570854,40.969059,0
-68.121826,44.769859000000004,-1
-77.36174,43.226089,1
-74.895996,43.122391,-1
-73.145996,44.463093,-1
-78.407494,42.74649,1
-78.676598,40.319992,2
-78.690201,40.28289,2
-71.254944,41.566421999999996,0
-71.783897,42.240891,0
-73.022797,42.713291,0
-77.53743,42.293144,1
-70.922195,42.30439000000001,0
-70.85659799999998,42.261192,0
-70.310799,41.651291,0
-70.841103,42.716091,0
-70.846397,42.717293,0
-74.118935,44.865524,-1
-73.292801,42.543793,0
-70.589996,45.32078900000001,3
-70.536598,45.402889,3
-70.715897,41.978790000000004,0
-70.956688,42.452690000000004,0
-77.033096,41.531693,1
-76.30390200000002,40.813492,-1
