name,lon,lat,region
naip_2048_DE_WND_i0j0,-75.16990909999998,38.7879334,NE
naip_2048_DE_WND_i0j1,-75.16990909999998,38.7879334,NE
naip_2048_DE_WND_i1j0,-75.16990909999998,38.7879334,NE
naip_2048_DE_WND_i1j1,-75.16990909999998,38.7879334,NE
naip_3596_MA_WND_i0j0,-70.64500509999999,41.9302852,NE
naip_3596_MA_WND_i0j1,-70.64500509999999,41.9302852,NE
naip_3596_MA_WND_i1j0,-70.64500509999999,41.9302852,NE
naip_3596_MA_WND_i1j1,-70.64500509999999,41.9302852,NE
naip_3598_MA_WND_i0j0,-70.5438908,41.757503299999996,NE
naip_3598_MA_WND_i0j1,-70.5438908,41.757503299999996,NE
naip_3598_MA_WND_i1j0,-70.5438908,41.757503299999996,NE
naip_3598_MA_WND_i1j1,-70.5438908,41.757503299999996,NE
naip_3600_MA_WND_i0j0,-71.0758372,42.3963941,NE
naip_3600_MA_WND_i0j1,-71.0758372,42.3963941,NE
naip_3600_MA_WND_i1j0,-71.0758372,42.3963941,NE
naip_3600_MA_WND_i1j1,-71.0758372,42.3963941,NE
naip_3646_MA_WND_i0j0,-70.8783785,41.644064,NE
naip_3646_MA_WND_i0j1,-70.8783785,41.644064,NE
naip_3646_MA_WND_i1j0,-70.8783785,41.644064,NE
naip_3646_MA_WND_i1j1,-70.8783785,41.644064,NE
naip_3675_MA_WND_i0j0,-70.8613913,42.2661114,NE
naip_3675_MA_WND_i0j1,-70.8613913,42.2661114,NE
naip_3675_MA_WND_i1j0,-70.8613913,42.2661114,NE
naip_3675_MA_WND_i1j1,-70.8613913,42.2661114,NE
naip_3718_MA_WND_i0j0,-71.9891992,42.5935833,NE
naip_3718_MA_WND_i0j1,-71.9891992,42.5935833,NE
naip_3718_MA_WND_i1j0,-71.9891992,42.5935833,NE
naip_3718_MA_WND_i1j1,-71.9891992,42.5935833,NE
naip_3732_MA_WND_i0j0,-70.6139055,41.613305700000005,NE
naip_3732_MA_WND_i0j1,-70.6139055,41.613305700000005,NE
naip_3732_MA_WND_i1j0,-70.6139055,41.613305700000005,NE
naip_3732_MA_WND_i1j1,-70.6139055,41.613305700000005,NE
naip_3760_MA_WND_i0j0,-70.73347120000001,42.180088700000006,NE
naip_3760_MA_WND_i0j1,-70.73347120000001,42.180088700000006,NE
naip_3760_MA_WND_i1j0,-70.73347120000001,42.180088700000006,NE
naip_3760_MA_WND_i1j1,-70.73347120000001,42.180088700000006,NE
naip_3784_MA_WND_i0j0,-70.6256015,41.611706700000006,NE
naip_3784_MA_WND_i0j1,-70.6256015,41.611706700000006,NE
naip_3784_MA_WND_i1j0,-70.6256015,41.611706700000006,NE
naip_3784_MA_WND_i1j1,-70.6256015,41.611706700000006,NE
naip_3878_MD_WND_i0j0,-79.4722284,39.2594502,NE
naip_3878_MD_WND_i0j1,-79.4722284,39.2594502,NE
naip_3878_MD_WND_i1j0,-79.4722284,39.2594502,NE
naip_3878_MD_WND_i1j1,-79.4722284,39.2594502,NE
naip_3939_ME_WND_i0j0,-70.53080229999999,45.39030820000001,NE
naip_3939_ME_WND_i0j1,-70.53080229999999,45.39030820000001,NE
naip_3939_ME_WND_i1j0,-70.53080229999999,45.39030820000001,NE
naip_3939_ME_WND_i1j1,-70.53080229999999,45.39030820000001,NE
naip_3944_ME_WND_i0j0,-67.8161025,46.5492248,NE
naip_3944_ME_WND_i0j1,-67.8161025,46.5492248,NE
naip_3944_ME_WND_i1j0,-67.8161025,46.5492248,NE
naip_3944_ME_WND_i1j1,-67.8161025,46.5492248,NE
naip_3967_ME_WND_i0j0,-70.6327791,44.638616,NE
naip_3967_ME_WND_i0j1,-70.6327791,44.638616,NE
naip_3967_ME_WND_i1j0,-70.6327791,44.638616,NE
naip_3967_ME_WND_i1j1,-70.6327791,44.638616,NE
naip_3985_ME_WND_i0j0,-70.5648215,44.4205949,NE
naip_3985_ME_WND_i0j1,-70.5648215,44.4205949,NE
naip_3985_ME_WND_i1j0,-70.5648215,44.4205949,NE
naip_3985_ME_WND_i1j1,-70.5648215,44.4205949,NE
naip_3987_ME_WND_i0j0,-67.9994038,45.4872005,NE
naip_3987_ME_WND_i0j1,-67.9994038,45.4872005,NE
naip_3987_ME_WND_i1j0,-67.9994038,45.4872005,NE
naip_3987_ME_WND_i1j1,-67.9994038,45.4872005,NE
naip_3988_ME_WND_i0j0,-67.9760026,45.6199805,NE
naip_3988_ME_WND_i0j1,-67.9760026,45.6199805,NE
naip_3988_ME_WND_i1j0,-67.9760026,45.6199805,NE
naip_3988_ME_WND_i1j1,-67.9760026,45.6199805,NE
naip_5495_NH_WND_i0j0,-71.8239002,43.773107200000005,NE
naip_5495_NH_WND_i0j1,-71.8239002,43.773107200000005,NE
naip_5495_NH_WND_i1j0,-71.8239002,43.773107200000005,NE
naip_5495_NH_WND_i1j1,-71.8239002,43.773107200000005,NE
naip_5502_NH_WND_i0j0,-72.1505007,43.238007700000004,NE
naip_5502_NH_WND_i0j1,-72.1505007,43.238007700000004,NE
naip_5502_NH_WND_i1j0,-72.1505007,43.238007700000004,NE
naip_5502_NH_WND_i1j1,-72.1505007,43.238007700000004,NE
naip_5630_NJ_WND_i0j0,-74.4525055,39.387226500000004,NE
naip_5630_NJ_WND_i0j1,-74.4525055,39.387226500000004,NE
naip_5630_NJ_WND_i1j0,-74.4525055,39.387226500000004,NE
naip_5630_NJ_WND_i1j1,-74.4525055,39.387226500000004,NE
naip_6031_NY_WND_i0j0,-77.50170200000001,42.550607899999996,NE
naip_6031_NY_WND_i0j1,-77.50170200000001,42.550607899999996,NE
naip_6031_NY_WND_i1j0,-77.50170200000001,42.550607899999996,NE
naip_6031_NY_WND_i1j1,-77.50170200000001,42.550607899999996,NE
naip_6150_NY_WND_i0j0,-75.58030440000002,43.7903009,NE
naip_6150_NY_WND_i0j1,-75.58030440000002,43.7903009,NE
naip_6150_NY_WND_i1j0,-75.58030440000002,43.7903009,NE
naip_6150_NY_WND_i1j1,-75.58030440000002,43.7903009,NE
naip_6184_NY_WND_i0j0,-78.3097006,42.54170560000001,NE
naip_6184_NY_WND_i0j1,-78.3097006,42.54170560000001,NE
naip_6184_NY_WND_i1j0,-78.3097006,42.54170560000001,NE
naip_6184_NY_WND_i1j1,-78.3097006,42.54170560000001,NE
naip_6188_NY_WND_i0j0,-78.2328049,42.6747011,NE
naip_6188_NY_WND_i0j1,-78.2328049,42.6747011,NE
naip_6188_NY_WND_i1j0,-78.2328049,42.6747011,NE
naip_6188_NY_WND_i1j1,-78.2328049,42.6747011,NE
naip_6327_NY_WND_i0j0,-78.24879490000001,42.683819,NE
naip_6327_NY_WND_i0j1,-78.24879490000001,42.683819,NE
naip_6327_NY_WND_i1j0,-78.24879490000001,42.683819,NE
naip_6327_NY_WND_i1j1,-78.24879490000001,42.683819,NE
naip_6333_NY_WND_i0j0,-76.97333990000001,42.891949700000005,NE
naip_6333_NY_WND_i0j1,-76.97333990000001,42.891949700000005,NE
naip_6333_NY_WND_i1j0,-76.97333990000001,42.891949700000005,NE
naip_6333_NY_WND_i1j1,-76.97333990000001,42.891949700000005,NE
naip_6809_PA_WND_i0j0,-78.4819257,40.5278534,NE
naip_6809_PA_WND_i0j1,-78.4819257,40.5278534,NE
naip_6809_PA_WND_i1j0,-78.4819257,40.5278534,NE
naip_6809_PA_WND_i1j1,-78.4819257,40.5278534,NE
